text,label
okay bye bye see you,ordinary
listen the geyser was on the whole night that's risky,risk
can you look up the number for the metro station actually,question
arre there's a crack on the wall near the pharmacy getting bigger,risk
arre is there a way to reschedule the call,question
you know let me set a reminder to submit the form,task
can somebody check the status of the keys you know,question
i said i'd help aunt seema with the assignment friday,task
remind me to collect the laundry thursday only,task
can you submit the form when you get time yaar,task
uh uh i have to drop the rent at the clinic saturday,task
hey instead of buying let's just rent the form right,decision
actually we'll deal with it eventually,task
note it down we must fix the tap by sunday,task
okay so just heard that the train is running late right,info
dr mehta is coming down sunday for the class,info
by the way we'll take the morning train instead of the flight,decision
so what did the doctor say about the reports,question
by the way you take care of the presentation and i'll handle the rest,task
i'll call my boss tomorrow about the medicine,task
is the offer on the keys still valid only,question
how do we get to the restaurant from here,question
someone has to collect the laundry laundry before the interview,task
we're switching to the new plan from day after tomorrow,decision
did anyone ask the plumber about the form,question
hey i'll send the the documents by tonight right,task
you know i don't know if that's going to hold up,decision
i said i'd help mom with the presentation day after tomorrow,task
we're postponing the meeting to tuesday,decision
who should i contact about the report,question
we decided to to cancel the wedding,decision
okay so the extension board is overheating unplug it,risk
pending item is to submit the form don't let me forget,task
so just heard that the road is blocked,info
by the way what a boring day,ordinary
sarah said the gas smells weird please look at it yaar,risk
can somebody check the status of the medicine,question
not convinced this plan works,decision
can you recharge the phone when you get time,task
task for wednesday is to pick up the medicine you know,task
um monsoon started early this year,ordinary
we agreed to keep the class at the market market itself,decision
arre what time does the pharmacy open on monday,question
arre wah nice actually,ordinary
uh can you pay the electricity bill when you get time,task
can you find a good deal on the rent,question
who who should i contact about the presentation,question
let's drop the idea of the meeting this month,decision
we are shifting the call from tuesday to next week,decision
